training_loss,training_accuracy,validation_loss,validation_accuracy,precision_m_train,recall_m_train,f1_m_train,precision_m_val,recall_m_val,f1_m_val
1.3739635944366455,0.44139954447746277,1.319573998451233,0.4993934631347656,0.549540102481842,0.2556953430175781,0.3465963304042816,0.8188033699989319,0.06810897588729858,0.12300372868776321
1.1984388828277588,0.5165334939956665,1.1422834396362305,0.5487262606620789,0.6384009718894958,0.3253328800201416,0.42916250228881836,0.755614697933197,0.2590812146663666,0.3822968900203705
1.1635857820510864,0.5259379148483276,1.0509690046310425,0.5701577067375183,0.639706015586853,0.3360113799571991,0.4390020966529846,0.7512000203132629,0.33124110102653503,0.45613226294517517
1.1354752779006958,0.5411062836647034,1.053035855293274,0.5717751979827881,0.6678091287612915,0.34888365864753723,0.45611652731895447,0.7320576906204224,0.35848468542099,0.47815924882888794
1.1029167175292969,0.5575892329216003,1.0248380899429321,0.5887585878372192,0.6830596923828125,0.3770239055156708,0.4839671850204468,0.7270113825798035,0.37727031111717224,0.4935106039047241
1.089685082435608,0.5596116781234741,1.00526762008667,0.5928022861480713,0.6774449944496155,0.3867337703704834,0.4902234375476837,0.730224609375,0.4129718840122223,0.5239881277084351
1.0710959434509277,0.5613307952880859,1.0218778848648071,0.5952284932136536,0.68024080991745,0.39335396885871887,0.49655911326408386,0.7197977900505066,0.38853275775909424,0.5018829107284546
1.0715341567993164,0.5764991641044617,1.0110517740249634,0.5956328511238098,0.6805878281593323,0.3987099230289459,0.5014256238937378,0.7387714982032776,0.39592236280441284,0.512936532497406
1.0520470142364502,0.5781170725822449,0.9904583692550659,0.5843105316162109,0.6855579614639282,0.40220126509666443,0.5054448843002319,0.715560793876648,0.421429842710495,0.5277804136276245
1.0389719009399414,0.5833754539489746,0.9952682256698608,0.6000808477401733,0.6919753551483154,0.41328391432762146,0.5156144499778748,0.7140809893608093,0.43563035130500793,0.5388780236244202
1.0402928590774536,0.5735666155815125,0.9854360818862915,0.6105943918228149,0.6839068531990051,0.4113234579563141,0.5117349028587341,0.7358943223953247,0.40113070607185364,0.5168076753616333
1.0323659181594849,0.5810496807098389,0.9866989254951477,0.5972502827644348,0.6938697099685669,0.41660448908805847,0.5188416242599487,0.7075594663619995,0.4386574327945709,0.5389786958694458
1.0120071172714233,0.594195544719696,0.9967355728149414,0.5928022861480713,0.6956568956375122,0.4330819547176361,0.5321409106254578,0.7065154314041138,0.4338052272796631,0.534976601600647
1.0156711339950562,0.5915663838386536,1.003002405166626,0.5907804369926453,0.7032559514045715,0.4347836971282959,0.5355916619300842,0.735314130783081,0.41938215494155884,0.5316690802574158
1.0082207918167114,0.5944989323616028,0.9885661602020264,0.6045289039611816,0.7005521059036255,0.434452086687088,0.5349169373512268,0.6979830861091614,0.4648771584033966,0.5560160875320435
0.9989256858825684,0.5948023200035095,1.0066503286361694,0.5952284932136536,0.7003045678138733,0.44563573598861694,0.5431655049324036,0.7022534012794495,0.4546385407447815,0.5499635934829712
0.9934053421020508,0.5991505980491638,0.978155791759491,0.6061463952064514,0.7059305310249329,0.45225828886032104,0.5496602058410645,0.7108840942382812,0.4561965763568878,0.553364634513855
0.9864117503166199,0.5967236161231995,0.9762197136878967,0.6134250164031982,0.701419472694397,0.44897156953811646,0.5459467768669128,0.7173528671264648,0.4676816463470459,0.5641864538192749
0.9772405624389648,0.6022853851318359,0.9655649065971375,0.6134250164031982,0.7006320357322693,0.45450904965400696,0.5500284433364868,0.7142927646636963,0.461850106716156,0.5588487386703491
0.9802642464637756,0.5982404947280884,0.988632321357727,0.6021026968955994,0.7063295841217041,0.4511318504810333,0.5492050647735596,0.7015951871871948,0.45361465215682983,0.5489583611488342
0.9822995066642761,0.6088583469390869,0.9734358787536621,0.6073594689369202,0.7120853066444397,0.45753952860832214,0.5555097460746765,0.7113033533096313,0.4574430286884308,0.5549210906028748
0.9720187783241272,0.5988472104072571,0.997774600982666,0.5899717211723328,0.7019440531730652,0.4548560678958893,0.5504773259162903,0.6855244040489197,0.4407941401004791,0.5344905853271484
0.964431881904602,0.6084538102149963,0.9671517014503479,0.5948240756988525,0.7079800963401794,0.46049734950065613,0.5568651556968689,0.7117553949356079,0.45281335711479187,0.5512423515319824
0.9357169270515442,0.6192739605903625,0.9846803545951843,0.6081682443618774,0.7177112698554993,0.47700583934783936,0.5714991688728333,0.7009760737419128,0.4760951101779938,0.5654774904251099
0.9651015996932983,0.6093639135360718,0.9672945141792297,0.6025070548057556,0.7065102458000183,0.46621331572532654,0.5602908730506897,0.7045360803604126,0.47124284505844116,0.5627830624580383
0.9497278332710266,0.615532398223877,0.9627705812454224,0.6138293743133545,0.7088757157325745,0.47904151678085327,0.5704860687255859,0.7080610990524292,0.4675035774707794,0.561090350151062
0.9479238986968994,0.6147234439849854,0.9661899209022522,0.6012939810752869,0.7134207487106323,0.4764155447483063,0.5698435306549072,0.7111490964889526,0.46385329961776733,0.5595689415931702
0.9380426406860352,0.6246334314346313,0.9802152514457703,0.6105943918228149,0.715920627117157,0.4812769591808319,0.5742018818855286,0.6963984370231628,0.4826834201812744,0.5681224465370178
0.9248171448707581,0.6242289543151855,0.9750328063964844,0.6077638268470764,0.7220304608345032,0.48801594972610474,0.5811034440994263,0.7157395482063293,0.4756944477558136,0.5694677829742432
0.9287142157554626,0.6278693675994873,0.9729552865028381,0.6122118830680847,0.7204660773277283,0.4987386465072632,0.5879920125007629,0.711148202419281,0.5063212513923645,0.5893323421478271
0.9341097474098206,0.6286783218383789,0.9705223441123962,0.6041245460510254,0.7201656699180603,0.49618250131607056,0.5864533185958862,0.7098742723464966,0.48709046840667725,0.5762926936149597
0.9245691895484924,0.6231166124343872,0.9704631567001343,0.6081682443618774,0.7177642583847046,0.48896920680999756,0.580206573009491,0.710211455821991,0.47422540187835693,0.5667761564254761
0.9165360331535339,0.631712019443512,0.9879128336906433,0.6142337322235107,0.7219356298446655,0.501059353351593,0.5902586579322815,0.7034925818443298,0.47164350748062134,0.5624831318855286
0.9164249300956726,0.6341389417648315,0.9716938138008118,0.6037201881408691,0.7231268286705017,0.49974873661994934,0.589480996131897,0.7020368576049805,0.48726850748062134,0.5736079216003418
0.908873438835144,0.6338355541229248,0.9884640574455261,0.6025070548057556,0.7210675477981567,0.5117403864860535,0.5974342823028564,0.6960744857788086,0.49274396896362305,0.5752507448196411
0.9130860567092896,0.6270603537559509,0.9744017720222473,0.6085726022720337,0.7170290946960449,0.5003962516784668,0.5880618095397949,0.7003983855247498,0.4935007393360138,0.5774055123329163
0.8906770348548889,0.648296058177948,0.983048141002655,0.6101900339126587,0.737941563129425,0.5226471424102783,0.6106129288673401,0.6950200200080872,0.49968835711479187,0.5797727704048157
0.902290940284729,0.6398018002510071,0.958111047744751,0.6150424480438232,0.7314592599868774,0.5113779306411743,0.6009174585342407,0.7170604467391968,0.4720441401004791,0.5677527189254761
0.903072714805603,0.6375771164894104,0.9604400396347046,0.6223210692405701,0.7288426756858826,0.5176532864570618,0.6042249202728271,0.7071642279624939,0.48989495635032654,0.5772626996040344
0.8903080224990845,0.6462736129760742,0.9564108848571777,0.616659939289093,0.7323465347290039,0.523167610168457,0.6091184020042419,0.7088963985443115,0.4933226704597473,0.5799597501754761
0.8927702903747559,0.6473859548568726,0.9709843993186951,0.610998809337616,0.735691249370575,0.5220695734024048,0.6092050671577454,0.6984708309173584,0.4910968840122223,0.5750381946563721
0.8841097950935364,0.6457680463790894,0.9789971113204956,0.614638090133667,0.7329009771347046,0.5262575149536133,0.6113818287849426,0.7089046835899353,0.4967058598995209,0.5826237201690674
0.8926393389701843,0.6441500782966614,0.9612346291542053,0.6178730130195618,0.7303767204284668,0.5189096331596375,0.6055740714073181,0.7146610021591187,0.485710471868515,0.5768458247184753
0.8743056654930115,0.6466781497001648,0.9701442718505859,0.610998809337616,0.7321596145629883,0.5247398614883423,0.6100703477859497,0.6937090754508972,0.503917396068573,0.5821115970611572
0.8663753867149353,0.6511275172233582,0.9587236642837524,0.6235341429710388,0.7382993698120117,0.5431960225105286,0.6248887181282043,0.7123103737831116,0.4993322789669037,0.5854816436767578
0.8888876438140869,0.644655704498291,0.9701364636421204,0.618681788444519,0.7320410013198853,0.5234550833702087,0.6092126369476318,0.705285370349884,0.5121527910232544,0.5914926528930664
0.8859522342681885,0.6503185629844666,0.9598973393440247,0.6190861463546753,0.7333979606628418,0.5260398387908936,0.6114639639854431,0.7072685956954956,0.5047186613082886,0.5874266028404236
0.8609469532966614,0.6615431308746338,0.9698506593704224,0.6057420372962952,0.7423082590103149,0.5443359017372131,0.6269763708114624,0.7061627507209778,0.4983084201812744,0.5823888778686523
0.877118706703186,0.651329755783081,0.9686919450759888,0.618681788444519,0.7322116494178772,0.5312329530715942,0.6145755648612976,0.7120717167854309,0.49510329961776733,0.5823653340339661
0.8667173385620117,0.656486988067627,0.9641710519790649,0.6194905042648315,0.7410978674888611,0.5364283919334412,0.6212573647499084,0.7018126845359802,0.51473468542099,0.5920239686965942
